Date,Open,High,Low,Close,Volume
2024-10-24 09:27:49.227602,99.57142417256372,101.35731854839808,97.07953309246781,100.0,3329753
2024-10-25 09:27:49.227624,101.73062656240138,101.41599936716186,98.08679474016539,100.99342830602247,4273562
2024-10-26 09:27:49.227625,100.164091380719,101.24606066319876,98.46794420845133,100.7168997036801,2082660
2024-10-27 09:27:49.227626,102.9387218587627,103.50738009809993,101.62201805948959,102.01227677988149,2300035
2024-10-28 09:27:49.227627,104.08264544207717,106.31511284121117,102.78354690491047,105.05833649269753,2683505
2024-10-29 09:27:49.227628,105.52978739666615,107.33456744645517,104.51626899387446,104.59002974325087,3202263
2024-10-30 09:27:49.227629,103.20807565325366,105.20893752670241,104.05538517476552,104.12175582935251,2497618
2024-10-31 09:27:49.227629,108.06246768776343,109.02194651120142,106.30935080291866,107.28018146036729,3526819
2024-11-01 09:27:49.227630,108.87045313684571,110.7118437824317,107.34912134745912,108.81505091867311,4808315
2024-11-02 09:27:49.227631,108.86203173904181,107.91538551656821,105.56487989337982,107.8761021468032,3260134
2024-11-03 09:27:49.227632,108.10881536344593,110.95183435002527,106.91133610415562,108.96122223397514,3395337
2024-11-04 09:27:49.227632,108.14209541715285,108.56849474895947,106.69667872921997,108.03438684835021,4473553
2024-11-05 09:27:49.227633,108.04153241244789,109.98613829361805,106.28204734236469,107.10292734120969,1234386
2024-11-06 09:27:49.227634,107.63304757268205,108.0328400676011,104.59547838386862,107.58685188434175,4489443
2024-11-07 09:27:49.227635,104.01908867129669,105.00416376620723,102.48174748831823,103.76029139502616,2245129
2024-11-08 09:27:49.227635,100.70195310796932,100.56650473423602,98.95629465701106,100.31045573000009,3558944
2024-11-09 09:27:49.227636,99.09496280105368,102.17650342705598,98.69500920794313,99.18588067151813,1501174
2024-11-10 09:27:49.227637,97.41533459101741,98.66680346184302,94.7757897845995,97.16021843084928,3881777
2024-11-11 09:27:49.227637,97.95734171988603,99.57486814799996,95.70766641869537,97.78871309603983,3748996
2024-11-12 09:27:49.227638,96.77498096597938,96.17389437716268,95.31035610663112,95.9726649449974,1195246
2024-11-13 09:27:49.227639,92.23895030300974,95.39793895352436,92.9009144054793,93.14805754232682,4696176
2024-11-14 09:27:49.227640,95.64128145935439,96.70907185945669,94.0378571739458,96.07935508016993,3343394
2024-11-15 09:27:49.227641,96.52862544734998,98.321965347519,93.66426883635346,95.62780247919686,1511083
2024-11-16 09:27:49.227642,96.54338645635454,96.37827781001873,94.94308030757809,95.76285888857271,3114785
2024-11-17 09:27:49.227642,92.82467602171722,93.48542567813679,90.06077182939457,92.9133625161458,2012384
2024-11-18 09:27:49.227643,92.0648622626985,91.93424607063972,91.37142339175273,91.82459706709543,4949174
2024-11-19 09:27:49.227644,91.60120461247742,93.46264308184516,90.74943784338735,92.04644224651516,1866964
2024-11-20 09:27:49.227645,89.12069741111807,91.4389784914584,86.91360733116775,89.74445509167055,1049104
2024-11-21 09:27:49.227645,90.42324793824186,90.69297704664694,89.23666917758352,90.49585112836189,4056277
2024-11-22 09:27:49.227646,89.0012782045764,91.62115659860932,87.37899590553202,89.29457374852429,1863663
2024-11-23 09:27:49.227647,88.87849847263948,90.07105275318182,87.51840305504935,88.71118624893774,4214116
