f0,f1,f2,target,price
1.764052345967664,0.4001572083672233,0.9787379841057392,0,9.329601492777687
2.240893199201458,1.8675579901499675,-0.977277879876411,0,9.461232489877853
0.9500884175255894,-0.1513572082976979,-0.10321885179355784,0,9.639485758860541
0.41059850193837233,0.144043571160878,1.454273506962975,0,9.85557627696068
0.7610377251469934,0.12167501649282841,0.44386323274542566,0,9.656918242477998
0.33367432737426683,1.4940790731576061,-0.20515826376580087,1,9.637957377609995
0.31306770165090136,-0.8540957393017248,-2.5529898158340787,1,9.025926923118728
0.6536185954403606,0.8644361988595057,-0.7421650204064419,0,8.879266981437631
2.2697546239876076,-1.4543656745987648,0.04575851730144607,1,8.707836243429274
-0.1871838500258336,1.5327792143584575,1.469358769900285,0,9.015861266559986
0.1549474256969163,0.37816251960217356,-0.8877857476301128,1,8.53777005064903
-1.980796468223927,-0.3479121493261526,0.15634896910398005,0,9.028369101504026
1.2302906807277207,1.2023798487844113,-0.3873268174079523,1,9.87561137374971
-0.30230275057533557,-1.0485529650670926,-1.4200179371789752,0,8.940618861242944
-1.7062701906250126,1.9507753952317897,-0.5096521817516535,0,9.253748226631995
-0.4380743016111864,-1.2527953600499262,0.7774903558319101,0,9.692202244147117
-1.6138978475579515,-0.2127402802139687,-0.8954665611936756,0,9.473483731371003
0.386902497859262,-0.510805137568873,-1.180632184122412,1,9.374847824206604
-0.028182228338654868,0.42833187053041766,0.06651722238316789,1,9.408407535413126
0.3024718977397814,-0.6343220936809636,-0.3627411659871381,1,9.359512095712262
-0.672460447775951,-0.3595531615405413,-0.813146282044454,1,9.305005611188701
-1.7262826023316769,0.17742614225375283,-0.4017809362082619,0,8.567003708023712
-1.6301983469660446,0.4627822555257742,-0.9072983643832422,1,9.243169490415273
0.05194539579613895,0.7290905621775369,0.12898291075741067,1,9.882978786433682
1.1394006845433007,-1.2348258203536526,0.402341641177549,1,9.576296656831582
-0.6848100909403132,-0.8707971491818818,-0.5788496647644155,0,8.943084492930325
-0.31155253212737266,0.05616534222974544,-1.1651498407833565,0,9.303616931156704
0.9008264869541871,0.46566243973045984,-1.5362436862772237,0,9.11572294625017
1.4882521937955997,1.8958891760305832,1.1787795711596507,0,9.28669952791056
-0.17992483581235091,-1.0707526215105425,1.0544517269311366,1,9.227035319338013
-0.40317694697317963,1.2224450703824274,0.2082749780768603,1,9.672804694873106
0.9766390364837128,0.3563663971744019,0.7065731681919482,1,10.12017926670111
0.010500020720820478,1.7858704939058352,0.12691209270361992,0,9.857380577469318
0.40198936344470165,1.8831506970562544,-1.3477590611424464,1,9.26569859977179
-1.2704849984857336,0.9693967081580112,-1.17312340511416,0,8.574229401104247
1.9436211856492926,-0.41361898075974735,-0.7474548114407578,0,8.979419090657851
1.9229420264803847,1.4805147914344243,1.8675589604265699,1,8.484989461765837
0.9060446582753853,-0.8612256850547025,1.9100649530990337,1,8.331581284616492
-0.2680033709513804,0.8024563957963952,0.947251967773748,0,8.13342426539124
-0.1550100930908342,0.6140793703460803,0.9222066715665268,1,8.207140617256465
0.37642553115562943,-1.0994007905841945,0.298238174206056,0,7.339000714333212
1.3263858966870303,-0.6945678597313655,-0.14963454032767076,1,7.533390012730127
-0.43515355172163744,1.8492637284793418,0.6722947570124355,1,7.89533552464723
0.40746183624111043,-0.7699160744453164,0.5392491912918173,1,8.03954656816956
-0.6743326606573761,0.03183055827435118,-0.635846078378881,1,7.984103482320324
0.6764332949464997,0.5765908166149409,-0.20829875557799488,1,8.132803565454715
0.3960067126616453,-1.0930615087305058,-1.4912575927056055,0,8.432326738274782
0.4393917012645369,0.16667349537252904,0.6350314368921064,1,7.146030360061456
2.383144774863942,0.9444794869904138,-0.9128222254441586,1,8.223986514186803
1.117016288095853,-1.3159074105115212,-0.461584604814709,0,8.519033175530765
-0.06824160532463124,1.7133427216493666,-0.7447548220484399,0,8.292828884337256
-0.8264385386590144,-0.0984525244254323,-0.6634782863621074,0,8.197352196743456
1.126635922106507,-1.0799315083634233,-1.1474686524111024,1,8.54422308541805
-0.43782004474443403,-0.4980324506923049,1.9295320538169858,0,8.586171115900868
0.9494208069257608,0.0875512413851909,-1.225435518830168,0,7.67082888201012
0.8443629764015471,-1.0002153473895647,-1.5447710967776116,1,8.80307531268978
1.1880297923523018,0.3169426119248496,0.920858823780819,0,8.847804984073543
0.3187276529430212,0.8568306119026912,-0.6510255933001469,0,9.457891339931443
-1.0342428417844647,0.681594518281627,-0.8034096641738411,1,9.211866416039248
-0.6895497777502005,-0.45553250351734315,0.01747915902505673,0,10.080054943162146
